language,size,has_issues,has_projects,has_downloads,has_wiki,has_pages,archived,disabled,open_issues_count,allow_forking,open_issues,network_count,subscribers_count,stargazers_count,watchers_count,forks_count,contributors_count
Ruby,76.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,7.0,7.0,0.0,1.0
,128.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,3.0,4.0,4.0,4.0,1.0
Ruby,339.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,7.0,7.0,2.0,0.0
PHP,12532.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0
Ruby,165.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,11.0,1.0,20.0,20.0,11.0,3.0
Ruby,220.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,11.0,11.0,0.0,1.0
Ruby,90.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,6.0,6.0,4.0,1.0
Ruby,80.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,5.0,5.0,1.0,0.0
JavaScript,144.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,7.0,7.0,0.0,0.0
Ruby,100.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,5.0,13.0,13.0,2.0,1.0
Ruby,80.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,9.0,9.0,0.0,1.0
Ruby,493.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,882.0,3.0,3.0,3.0,0.0,1.0
,76.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,3.0,0.0,1.0
,76.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,4.0,4.0,1.0,1.0
,76.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,3.0,0.0,1.0
,80.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,3.0,0.0,1.0
,76.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,3.0,0.0,1.0
Ruby,85.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,8.0,8.0,1.0,0.0
Ruby,6254.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,0.0,5.0
Ruby,12206.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,87.0,2.0,3.0,3.0,0.0,2.0
JavaScript,707.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0
Ruby,124.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,294.0,3.0,3.0,3.0,0.0,5.0
Ruby,95.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,7.0,4.0,25.0,25.0,7.0,1.0
Ruby,858.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,178.0,2.0,3.0,3.0,1.0,1.0
Ruby,136.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,3.0,1.0,0.0
Ruby,17134.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,21.0,1.0,21.0,1118.0,243.0,5080.0,5080.0,1118.0,30.0
JavaScript,1924.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,4.0,4.0,1.0,0.0
Ruby,120.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,6.0,6.0,0.0,1.0
Ruby,84.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,8.0,8.0,0.0,1.0
C,88.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,4.0,4.0,1.0,0.0
Ruby,108.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,9.0,9.0,0.0,1.0
Python,89.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,4.0,4.0,2.0,0.0
C,157.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,13.0,13.0,4.0,1.0
Ruby,12855.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,179.0,1.0,3.0,3.0,0.0,3.0
Ruby,5438.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,567.0,3.0,3.0,3.0,0.0,4.0
Ruby,118.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,4.0,4.0,2.0,1.0
C#,224.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,3.0,0.0,1.0
Ruby,166.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,37.0,37.0,3.0,1.0
Ruby,11800.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,19712.0,2.0,3.0,3.0,0.0,16.0
Ruby,1883.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,4.0,4.0,1.0,1.0
Io,81.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,5.0,5.0,0.0,0.0
Scheme,180.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,3.0,0.0,1.0
C++,903.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,3.0,0.0,4.0,4.0,4.0,0.0,2.0
C,332.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,7.0,7.0,38.0,38.0,7.0,1.0
Ruby,235.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,28.0,15.0,15.0,5.0,3.0
JavaScript,2188.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,3.0,0.0,1.0
Ruby,1110.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,29.0,2.0,10.0,10.0,4.0,7.0
Ruby,168.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,42.0,42.0,4.0,1.0
JavaScript,1196.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,15.0,15.0,1.0,1.0
Ruby,119.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,3.0,3.0,3.0,0.0,0.0
Ruby,91.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,4.0,4.0,3.0,1.0
Emacs Lisp,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,3.0,9.0,9.0,6.0,2.0
Emacs Lisp,20.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,16.0,5.0,49.0,49.0,16.0,9.0
Lua,160.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,3.0,3.0,3.0,8.0,1.0
Ruby,82.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,13.0,13.0,0.0,1.0
Makefile,193.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,5.0,5.0,3.0,1.0
Ruby,108.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,8.0,8.0,4.0,1.0
Ruby,96.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,5.0,5.0,1.0,1.0
Ruby,1272.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,6.0,1.0,8.0,8.0,6.0,1.0
Ruby,84.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,3.0,0.0,0.0
JavaScript,1172.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,10.0,10.0,3.0,3.0
Ruby,3799.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,8.0,1.0,8.0,583.0,68.0,5723.0,5723.0,583.0,30.0
Ruby,75.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,6.0,108.0,108.0,13.0,4.0
Ruby,3629.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,4.0,4.0,1.0,2.0
JavaScript,7904.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,5.0,5.0,0.0,3.0
Shell,6981.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,23.0,23.0,1.0,30.0
JavaScript,34638.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,19.0,19.0,3.0,1.0
Python,81.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,4.0,4.0,1.0,1.0
Ruby,2642.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,4.0,469.0,88.0,4141.0,4141.0,469.0,30.0
Ruby,165.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,3.0,7.0,7.0,2.0,3.0
Ruby,2322.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,7.0,122.0,122.0,22.0,4.0
Ruby,3323.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,2.0,3.0,3.0,0.0,3.0
,80.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,7.0,7.0,0.0,0.0
JavaScript,432.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,6.0,6.0,0.0,0.0
,80.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,3.0,1.0,0.0
Ruby,3293.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,10.0,10.0,3.0,2.0
Ruby,127.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,2.0,5.0,5.0,0.0,2.0
JavaScript,13063.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,1.0,3.0,61.0,10.0,604.0,604.0,61.0,6.0
Ruby,87.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,2.0,25.0,25.0,5.0,1.0
Ruby,116.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,29.0,20.0,20.0,0.0,1.0
Ruby,160.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,4.0,0.0,1.0
,80.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,3.0,0.0,0.0
,712.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,15.0,15.0,1.0,1.0
Ruby,123.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,10.0,10.0,1.0,2.0
Python,587.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,34.0,2.0,4.0,4.0,0.0,1.0
Ruby,108.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,20.0,20.0,3.0,1.0
Ruby,207.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,16.0,16.0,3.0,3.0
Ruby,115.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,14.0,14.0,1.0,1.0
Ruby,884.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,5.0,5.0,0.0,1.0
Ruby,220.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,5.0,5.0,1.0,1.0
JavaScript,84.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,3.0,18.0,18.0,7.0,2.0
Ruby,76.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,7.0,7.0,0.0,1.0
,128.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,3.0,4.0,4.0,4.0,1.0
Ruby,339.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,7.0,7.0,2.0,0.0
PHP,12532.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0
Ruby,165.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,11.0,1.0,20.0,20.0,11.0,3.0
Ruby,220.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,11.0,11.0,0.0,1.0
Ruby,90.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,6.0,6.0,4.0,1.0
Ruby,80.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,5.0,5.0,1.0,0.0
JavaScript,144.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,7.0,7.0,0.0,0.0
Ruby,100.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,5.0,13.0,13.0,2.0,1.0
Ruby,80.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,9.0,9.0,0.0,1.0
Ruby,493.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,882.0,3.0,3.0,3.0,0.0,1.0
,76.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,3.0,0.0,1.0
,76.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,4.0,4.0,1.0,1.0
,76.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,3.0,0.0,1.0
,80.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,3.0,0.0,1.0
,76.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,3.0,0.0,1.0
Ruby,85.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,8.0,8.0,1.0,0.0
Ruby,6254.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,0.0,5.0
Ruby,12206.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,87.0,2.0,3.0,3.0,0.0,2.0
JavaScript,707.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0
Ruby,124.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,294.0,3.0,3.0,3.0,0.0,5.0
Ruby,95.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,7.0,4.0,25.0,25.0,7.0,1.0
Ruby,858.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,178.0,2.0,3.0,3.0,1.0,1.0
Ruby,136.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,3.0,1.0,0.0
Ruby,17134.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,21.0,1.0,21.0,1118.0,243.0,5080.0,5080.0,1118.0,30.0
JavaScript,1924.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,4.0,4.0,1.0,0.0
Ruby,120.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,6.0,6.0,0.0,1.0
Ruby,84.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,8.0,8.0,0.0,1.0
C,88.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,4.0,4.0,1.0,0.0
Ruby,108.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,9.0,9.0,0.0,1.0
Python,89.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,4.0,4.0,2.0,0.0
C,157.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,13.0,13.0,4.0,1.0
Ruby,12855.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,179.0,1.0,3.0,3.0,0.0,3.0
Ruby,5438.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,567.0,3.0,3.0,3.0,0.0,4.0
Ruby,118.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,4.0,4.0,2.0,1.0
C#,224.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,3.0,0.0,1.0
Ruby,166.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,37.0,37.0,3.0,1.0
Ruby,11800.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,19712.0,2.0,3.0,3.0,0.0,16.0
Ruby,1883.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,4.0,4.0,1.0,1.0
Io,81.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,5.0,5.0,0.0,0.0
Scheme,180.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,3.0,0.0,1.0
C++,903.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,3.0,0.0,4.0,4.0,4.0,0.0,2.0
C,332.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,7.0,7.0,38.0,38.0,7.0,1.0
Ruby,235.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,28.0,15.0,15.0,5.0,3.0
JavaScript,2188.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,3.0,0.0,1.0
Ruby,1110.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,29.0,2.0,10.0,10.0,4.0,7.0
Ruby,168.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,42.0,42.0,4.0,1.0
JavaScript,1196.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,15.0,15.0,1.0,1.0
Ruby,119.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,3.0,3.0,3.0,0.0,0.0
Ruby,91.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,4.0,4.0,3.0,1.0
Emacs Lisp,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,3.0,9.0,9.0,6.0,2.0
Emacs Lisp,20.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,16.0,5.0,49.0,49.0,16.0,9.0
Lua,160.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,3.0,3.0,3.0,8.0,1.0
Ruby,82.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,13.0,13.0,0.0,1.0
Makefile,193.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,5.0,5.0,3.0,1.0
Ruby,108.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,8.0,8.0,4.0,1.0
Ruby,96.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,5.0,5.0,1.0,1.0
Ruby,1272.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,6.0,1.0,8.0,8.0,6.0,1.0
Ruby,84.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,3.0,0.0,0.0
JavaScript,1172.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,10.0,10.0,3.0,3.0
Ruby,3799.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,8.0,1.0,8.0,583.0,68.0,5723.0,5723.0,583.0,30.0
Ruby,75.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,6.0,108.0,108.0,13.0,4.0
Ruby,3629.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,4.0,4.0,1.0,2.0
JavaScript,7904.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,5.0,5.0,0.0,3.0
Shell,6981.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,23.0,23.0,1.0,30.0
JavaScript,34638.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,19.0,19.0,3.0,1.0
Python,81.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,4.0,4.0,1.0,1.0
Ruby,2642.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,4.0,469.0,88.0,4141.0,4141.0,469.0,30.0
Ruby,165.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,3.0,7.0,7.0,2.0,3.0
Ruby,2322.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,7.0,122.0,122.0,22.0,4.0
Ruby,3323.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,2.0,3.0,3.0,0.0,3.0
,80.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,7.0,7.0,0.0,0.0
JavaScript,432.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,6.0,6.0,0.0,0.0
,80.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,3.0,1.0,0.0
Ruby,3293.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,10.0,10.0,3.0,2.0
Lua,219.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,23.0,8.0,19.0,19.0,23.0,7.0
Ruby,526.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2341.0,3.0,3.0,3.0,0.0,1.0
Ruby,10913.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,567.0,3.0,5.0,5.0,1.0,5.0
,2312.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,5.0,5.0,0.0,1.0
Ruby,125.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,2.0,3.0,3.0,0.0,2.0
Ruby,695.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,23.0,3.0,176.0,176.0,23.0,12.0
Python,226.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,3.0,21.0,21.0,5.0,1.0
Ruby,9636.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,5.0,5.0,0.0,0.0
Ruby,105.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,5.0,5.0,1.0,1.0
JavaScript,144.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,7.0,7.0,0.0,0.0
Ruby,100.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,5.0,13.0,13.0,2.0,1.0
Ruby,80.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,9.0,9.0,0.0,1.0
Ruby,493.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,882.0,3.0,3.0,3.0,0.0,1.0
,76.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,3.0,0.0,1.0
,76.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,4.0,4.0,1.0,1.0
,76.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,3.0,0.0,1.0
,80.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,3.0,0.0,1.0
,76.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,3.0,0.0,1.0
Ruby,85.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,8.0,8.0,1.0,0.0
Ruby,6254.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,0.0,5.0
Ruby,12206.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,87.0,2.0,3.0,3.0,0.0,2.0
JavaScript,707.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0
Ruby,124.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,294.0,3.0,3.0,3.0,0.0,5.0
Ruby,95.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,7.0,4.0,25.0,25.0,7.0,1.0
